"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2001M09","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2001M09","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2001M09","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","18.6",""
"2001M09","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2001M09","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2001M09","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2001M09","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.5",""
"2001M09","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2001M09","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2001M09","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2001M09","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M09","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2001M09","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M09","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2001M09","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2001M10","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.3",""
"2001M10","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.7",""
"2001M10","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2001M10","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2001M10","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2001M10","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.6",""
"2001M10","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2001M10","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.9",""
"2001M10","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2001M10","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2001M10","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.7",""
"2001M10","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.9",""
"2001M10","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2001M10","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.1",""
"2001M10","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.6",""
"2001M10","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.0",""
"2001M10","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2001M10","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2001M10","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2001M10","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2001M10","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","18.8",""
"2001M10","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2001M10","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2001M10","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2001M10","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.6",""
"2001M10","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2001M10","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2001M10","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2001M10","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M10","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.7",""
"2001M10","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"2001M10","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2001M10","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2001M11","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2001M11","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","19.9",""
"2001M11","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2001M11","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2001M11","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2001M11","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.9",""
"2001M11","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2001M11","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.9",""
"2001M11","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2001M11","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2001M11","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.6",""
"2001M11","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.9",""
"2001M11","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2001M11","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.9",""
"2001M11","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.6",""
"2001M11","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.0",""
"2001M11","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
